LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
MRPL49,S000003632,YJL096W,MRPL49,"Mitochondrial Ribosomal Protein, Large subunit",,Mitochondrial ribosomal protein of the large subunit
MRPL51,S000006304,YPR100W,MRPL51,"Mitochondrial Ribosomal Protein, Large subunit",,Mitochondrial ribosomal protein of the large subunit
MRPL6,S000001190,YHR147C,MRPL6,"Mitochondrial Ribosomal Protein, Large subunit",,Mitochondrial ribosomal protein of the large subunit
MRPL7,S000002645,YDR237W,MRPL7,"Mitochondrial Ribosomal Protein, Large subunit",,"Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7, which are two different modified forms of the same protein"
MRPL8,S000003599,YJL063C,MRPL8,"Mitochondrial Ribosomal Protein, Large subunit",,Mitochondrial ribosomal protein of the large subunit
MRPL9,S000003452,YGR220C,MRPL9,"Mitochondrial Ribosomal Protein, Large subunit",,Mitochondrial ribosomal protein of the large subunit
MRPS12,S000005319,YNR036C,MRPS12,"Mitochondrial Ribosomal Protein, Small subunit",,Mitochondrial protein; may interact with ribosomes based on co-purification experiments; similar to E. coli and human mitochondrial S12 ribosomal proteins
MRPS16,S000005934,YPL013C,MRPS16,"Mitochondrial Ribosomal Protein, Small subunit",,Mitochondrial ribosomal protein of the small subunit
MRPS17,S000004800,YMR188C,MRPS17,"Mitochondrial Ribosomal Protein, Small subunit",,Mitochondrial ribosomal protein of the small subunit
MRPS18,S000005250,YNL306W,MRPS18,"Mitochondrial Ribosomal Protein, Small subunit",,"Mitochondrial ribosomal protein of the small subunit; essential for viability, unlike most other mitoribosomal proteins"
MRPS28,S000002745,YDR337W,MRPS28,"Mitochondrial Ribosomal Protein, Small subunit",,Mitochondrial ribosomal protein of the small subunit
MRPS35,S000003397,YGR165W,MRPS35,"Mitochondrial Ribosomal Protein, Small subunit",,"Mitochondrial ribosomal protein of the small subunit; null mutant does not grow on glycerol, is sensitive to 2,4-dichlorophenol, and accumulates large lipid droplets"
MRPS5,S000000455,YBR251W,MRPS5,"Mitochondrial Ribosomal Protein, Small subunit",,Mitochondrial ribosomal protein of the small subunit
MRPS8,S000004767,YMR158W,MRPS8,"Mitochondrial Ribosomal Protein, Small subunit",,Mitochondrial ribosomal protein of the small subunit
MRS1,S000001460,YIR021W,MRS1,Mitochondrial RNA Splicing,,"Splicing protein; required for splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase, that binds to the BI3 RNA; MRS1 has a paralog, CCE1, that arose from the whole genome duplication"
MRS2,S000005861,YOR334W,MRS2,Mitochondrial RNA Splicing,,Mitochondrial inner membrane Mg(2+) channel; required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns; similar to bacterial CorA
MRS6,S000005897,YOR370C,MRS6,Mitochondrial RNA Splicing,,Rab escort protein; forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene; relative distribution to the nucleus increases upon DNA replication stress
MSC6,S000005881,YOR354C,MSC6,Meiotic Sister-Chromatid recombination,,Multicopy suppressor of HER2 involved in mitochondrial translation; mutant is defective in directing meiotic recombination events to homologous chromatids
MSD1,S000006025,YPL104W,MSD1,"Mitochondrial aminoacyl-tRNA Synthetase, Aspartate (D)",,"Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene"
MSE1,S000005393,YOL033W,MSE1,"Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)",,Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated
MSF1,S000006251,YPR047W,MSF1,"Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)",,"Mitochondrial phenylalanyl-tRNA synthetase; active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase"
MSH1,S000001162,YHR120W,MSH1,MutS Homolog,,DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis
MSK1,S000005017,YNL073W,MSK1,"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)",,Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)
MSL1,S000001448,YIR009W,MSL1,MUD Synthetic Lethal,,"U2B component of U2 snRNP; involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members"
MSL5,S000004106,YLR116W,MSL5,Mud Synthetic-Lethal,,"Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p, forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia"
MSM1,S000003403,YGR171C,MSM1,"Mitochondrial aminoacyl-tRNA Synthetase, Methionine",,Mitochondrial methionyl-tRNA synthetase (MetRS); functions as a monomer in mitochondrial protein synthesis; functions similarly to cytoplasmic MetRS although the cytoplasmic form contains a zinc-binding domain not found in Msm1p
MSN5,S000002743,YDR335W,MSN5,Multicopy suppressor of SNf1 mutation,,"Karyopherin; involved in nuclear import and export of proteins, including import of replication protein A and export of Far1p and transcription factors Swi5p, Swi6p, Msn2p, and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog"
MSR1,S000001133,YHR091C,MSR1,Mitochondrial tRNA Synthetase aRginine,"Non-essential gene; null mutant is incapable of respiratory growth and fails to grow on non-fermentable carbon sources, also shows decreased cell size and abnormal mitochondrial morphology
","Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication"
MSS116,S000002602,YDR194C,MSS116,Mitochondrial Splicing System,,Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate
MSS18,S000006338,YPR134W,MSS18,Mitochondrial Splicing System,,Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions
MSS2,S000002265,YDL107W,MSS2,Mitochondrial Splicing,,"Peripherally bound inner membrane protein of the mitochondrial matrix; involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p"
MSS4,S000002616,YDR208W,MSS4,Multicopy Suppressor of Stt4 mutation,,Phosphatidylinositol-4-phosphate 5-kinase; involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation
MSS51,S000004193,YLR203C,MSS51,Mitochondrial Splicing Suppressor,,"Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B, which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis"
MST1,S000001677,YKL194C,MST1,"Mitochondrial aminoacyl-tRNA Synthetase, Threonine",,"Mitochondrial threonyl-tRNA synthetase; aminoacylates both the canonical threonine tRNA tT(UGU)Q1 and the unusual threonine tRNA tT(UAG)Q2 in vitro; lacks a typical editing domain, but has pre-transfer editing activity stimulated by the unusual tRNA-Thr"
MSW1,S000002676,YDR268W,MSW1,"Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)",,Mitochondrial tryptophanyl-tRNA synthetase
MTF1,S000004841,YMR228W,MTF1,Mitochondrial Transcription Factor,,"Mitochondrial RNA polymerase specificity factor; has structural similarity to S-adenosylmethionine-dependent methyltransferases and functional similarity to bacterial sigma-factors; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex, enhancing DNA bending and melting to facilitate pre-initiation open complex formation"
MTF2,S000002202,YDL044C,MTF2,Mitochondrial Transcription Factor,,Mitochondrial protein that interacts with mitochondrial RNA polymerase; interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription
MTG1,S000004703,YMR097C,MTG1,MiTochondrial GTPase,,"Putative GTPase peripheral to the mitochondrial inner membrane; essential for respiratory competence, likely functions in assembly of the large ribosomal subunit, has homologs in plants and animals"
MTG2,S000001211,YHR168W,MTG2,MiTochondrial Gtpase 2,,"Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation, possibly via a role in ribosome assembly"
MTM1,S000003489,YGR257C,MTM1,Manganese Trafficking factor for Mitochondrial SOD2,,"Mitochondrial protein of the mitochondrial carrier family; high affinity pyridoxal 5'-phosphate (PLP) transporter, important for delivery of the PLP cofactor to mitochondrial enzymes; involved in mitochondrial iron homeostasis"
MTO1,S000003205,YGL236C,MTO1,Mitochondrial Translation Optimization,"Non-essential gene in S288C but essential in the Sigma1278b background; null mutant exhibits reduced oxygen consumption although respiratory growth rate is normal; null mutant accumulates unmodified mitochondrial lysine tRNA; in large-scale studies, the null mutant shows reduced competitive fitness, increased resistance to benomyl and rapamycin, and reduced starvation resistance
",Mitochondrial protein; forms heterodimer complex with Mss1p that performs 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants; human homolog MTO1 can complement yeast null mutant
MTR10,S000005686,YOR160W,MTR10,Mrna TRansport defective,,Nuclear import receptor; mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p; required for retrograde import of mature tRNAs; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress
MTR2,S000001669,YKL186C,MTR2,Mrna TRansport,,mRNA transport regulator; essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA
MTR3,S000003390,YGR158C,MTR3,MRNA TRansport,,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hMtr3p (EXOSC6)
MTR4,S000003586,YJL050W,MTR4,Mrna TRansport,"Essential gene; depletion leads to accumulation of unprocessed RNA precursors in the nucleus; reduction-of-function mutations cause increased sensitivity to benomyl and nocodazole
","ATP-dependent 3'-5' RNA helicase of the DExD/H family; involved in nuclear RNA processing and degradation both as a component of TRAMP complex and in TRAMP-independent processes; TRAMP unwinds RNA duplexes, with Mtr4p unwinding activity stimulated by Pap2p/Air2p but not dependent on ongoing polyadenylation; contains an arch domain, with two coiled-coil arms/stalks and a globular fist/KOW domain, which has RNA binding activity and is required for 5.8S rRNA processing"
MTW1,S000000032,YAL034W-A,MTW1,Mis TWelve-like,"Essential gene; heterozygous null mutant displays decreased fitness; conditional mutant is heat-sensitive and shows chromosome instability (CIN); reduced expression causes increased DNA damage and chromosome instability
",Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
MVD1,S000005326,YNR043W,MVD1,MeValonate pyrophosphate Decarboxylase,"Essential gene; conditional (ts) mutations increase sensitivity to hydroxyurea and resistance to stichloroside C1 and theopalauamide
","Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol; acts as a homodimer"
MYO1,S000001065,YHR023W,MYO1,MYOsin,,Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively
MYO2,S000005853,YOR326W,MYO2,MYOsin,"Essential gene; conditional (ts) mutations result in cell cycle arrest and blocked cytokinesis; depletion leads to opi- phenotype (overproduction and excretion of inositol in the absence of inositol and choline); overexpression causes cell cycle arrest
","Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, and the mitotic spindle; MYO2 has a paralog, MYO4, that arose from the whole genome duplication"
MZM1,S000002901,YDR493W,MZM1,Mitochondrial Zinc Maintenance,,"Protein required for assembly of the cytochrome bc(1) complex; acts as a chaperone for Rip1p and facilitates its insertion into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochondrial zinc levels, which is characteristic of mutations affecting bc(1) complex assembly; member of the LYR protein family; human LYRM7 is a functional ortholog"
NAB2,S000003090,YGL122C,NAB2,Nuclear polyAdenylated RNA-Binding,"Essential gene; conditional (ts) mutations result in accumulation of poly(A)+ mRNAs in the nucleus; haploinsufficient; overexpression in Sigma1278b increases invasive growth; overexpression causes slow growth
",Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; stimulates RNA polymerase III transcription by enhancing TFIIIB binding to promoters; protects mRNA against decay by the nuclear exosome in a poly(A)-tail-dependent manner; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; NLS binds Kap104p; protein abundance increases under DNA replication stress; related to human hnRNPs
NAB3,S000006111,YPL190C,NAB3,Nuclear polyAdenylated RNA-Binding,,"RNA-binding protein, subunit of Nrd1 complex (Nrd1p-Nab3p-Sen1p); complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; required for termination of non-poly(A) transcripts and efficient splicing; Nrd1-Nab3 pathway appears to have a role in rapid suppression of some genes when cells are shifted to poor growth conditions, indicating role for Nrd1-Nab3 in regulating cellular response to nutrient availability"
NAF1,S000005068,YNL124W,NAF1,Nuclear Assembly Factor,"Essential gene; repression leads to decreased levels of mature rRNA, tRNA, snoRNA species and accumulation of aberrant RNA processing intermediates
",RNA-binding protein required for the assembly of box H/ACA snoRNPs; thus required for pre-rRNA processing; forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p
NAM2,S000004374,YLR382C,NAM2,Nuclear Accommodation of Mitochondria,"Non-essential gene; null mutant is incapable of respiration and shows petite phenotype, decreased endocytosis and biofilm formation, sensitivity to oxidative stress, hygromycin B, spermine, and decreased ability to utilize ammonium as a nitrogen source
","Mitochondrial leucyl-tRNA synthetase; also has direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance; human homolog LARS2 can complement yeast null mutant, and is implicated in Perrault syndrome"
NAM9,S000005081,YNL137C,NAM9,Nuclear Accommodation of Mitochondria,,Mitochondrial ribosomal component of the small subunit
NAN1,S000006047,YPL126W,NAN1,Net1 Associated Nuclear protein,,U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA
NAR1,S000005184,YNL240C,NAR1,Nuclear Architecture Related,,Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf
NAT2,S000003379,YGR147C,NAT2,N-terminal AcetylTransferase,,Protein of unknown function; has an apparent role in acetylation of N-terminal methionine residues
NBP1,S000004449,YLR457C,NBP1,Nap1 Binding Protein,,"Spindle pole body (SPB) component; required for the insertion of the duplication plaque into the nuclear membrane during SPB duplication; essential for bipolar spindle formation; component of the Mps2p-Bbp1p complex; NBP1 has a paralog, YPR174C, that arose from the whole genome duplication"
NBP2,S000002569,YDR162C,NBP2,Nap1 Binding Protein,,Protein involved in the HOG (high osmolarity glycerol) pathway; negatively regulates Hog1p by recruitment of phosphatase Ptc1p to the Pbs2p-Hog1p complex; interacts with Bck1p and down regulates the cell wall integrity pathway; found in the nucleus and cytoplasm; contains an SH3 domain and a Ptc1p binding domain (PBM)
NBP35,S000003059,YGL091C,NBP35,Nucleotide Binding Protein,,Essential cytoplasmic iron-sulfur cluster binding protein; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases
NCB2,S000002805,YDR397C,NCB2,Negative Cofactor B,"Essential gene; reduction of function leads to slow growth; overexpression causes cell cycle arrest or delay at G1 phase
",Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta; complex also includes Bur6p
NCP1,S000001084,YHR042W,NCP1,NADP-Cytochrome P450 reductase,,NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p
NDC1,S000004493,YML031W,NDC1,Nuclear Division Cycle,,"Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication; homologous to human NDC1"
NDC80,S000001406,YIL144W,NDC80,Nuclear Division Cycle,"Essential gene; reduction of function leads to slow growth, abnormal spindle morphology and cell cycle progression, increased chromosome loss, and sensitivity to benomyl, hydroxyurea; overexpression causes increased cell size and abnormal nuclear morphology
","Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, and kinetochore assembly and clustering; evolutionarily conserved; complex members include Ndc80p, Nuf2p, Scp24p, and Spc25p; modified by sumoylation"
NDD1,S000005899,YOR372C,NDD1,Nuclear Division Defective,,Transcriptional activator essential for nuclear division; localized to the nucleus; essential component of the mechanism that activates the expression of a set of late-S-phase-specific genes; turnover is tightly regulated during cell cycle and in response to DNA damage
NDI1,S000004589,YML120C,NDI1,NADH Dehydrogenase Internal,"Non-essential gene; null mutation results in decreased apoptosis, replicative lifespan and respiratory growth; overexpression causes increased accumulation of reactive oxygen species
","NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons, in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress, is activated in mitochondria by N-terminal cleavage, then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4, implicated in Leber hereditary optic neuropathy"
NEO1,S000001310,YIL048W,NEO1,NEOmycin-resistance,,"Phospholipid translocase (flippase), role in phospholipid asymmetry of plasma membrane; involved in endocytosis, vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus"
NET1,S000003612,YJL076W,NET1,Nucleolar silencing Establishing factor and Telophase regulator,,"Core subunit of the RENT complex; involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure; NET1 has a paralog, TOF2, that arose from the whole genome duplication"
NFS1,S000000522,YCL017C,NFS1,NiFS-like,,Cysteine desulfurase; involved in iron-sulfur cluster (Fe/S) biogenesis and in thio-modification of mitochondrial and cytoplasmic tRNAs; essential protein located predominantly in mitochondria
NFU1,S000001523,YKL040C,NFU1,NifU-like protein,,"Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU, a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)"
NGG1,S000002583,YDR176W,NGG1,,"Non-essential gene; null mutants grow slowly, have shortened lifespan, decreased fitness and ethanol tolerance, abnormal morphology of vacuoles and buds, are sensitive to preservatives, antibiotics, heat, osmotic stress, dessication; homozygous diploid nulls cannot sporulate; overexpression affects chromatin silencing
","Subunit of chromatin modifying histone acetyltransferase complexes; member of the ADA complex, the SAGA complex, and the SLIK complex; transcriptional regulator involved in glucose repression of Gal4p-regulated genes"
NGL2,S000004898,YMR285C,NGL2,,,"Protein involved in 5.8S rRNA processing; Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E; similar to Ngl1p; NGL2 has a paralog, NGL3, that arose from the whole genome duplication"
NHP2,S000002367,YDL208W,NHP2,Non-Histone Protein,"Essential gene; repressible mutations lead to slow growth and decreased processing of pre-rRNA; reduction-of-function mutations cause increased telomere length
","Protein related to mammalian high mobility group (HMG) proteins; nuclear protein; essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing"
NHX1,S000002864,YDR456W,NHX1,Na+/H+ eXchanger,"Non-essential gene; null mutant is sensitive to hyperosmotic stress and has abnormal vacuoles, also shows decreased growth rate and sensitivity to multiple drugs, including hygromycin B, actinomycin D, bleomycin, doxorubicin, and other chemicals (MMS, hydroxyurea, flucytosine, spermine)
","Na+/H+ and K+/H+ exchanger; required for intracellular sequestration of Na+ and K+; located in the vacuole and late endosome compartments; required for osmotolerance to acute hypertonic shock and for vacuolar fusion; ortholog of human NHE9, which is linked to autism"
NIC96,S000001898,YFR002W,NIC96,Nucleoporin-Interacting Component of 96 kDa,,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup57p, and Nup49p)"
NIP1,S000004926,YMR309C,NIP1,Nuclear ImPort,,eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3); involved in the assembly of preinitiation complex and start codon selection; eIF3 is also involved in programmed stop codon readthrough
NIP100,S000006095,YPL174C,NIP100,Nuclear ImPort,,Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)
NIP7,S000006132,YPL211W,NIP7,Nuclear ImPort,"Essential gene; depletion leads to abnormal mitochondrial morphology; conditional (ts) mutant is sensitive to paromomycin and accumulates abnormal polysomes (halfmers)
",Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p
NMD3,S000001213,YHR170W,NMD3,Nonsense-Mediated mRNA Decay,"Essential gene; conditional (ts) mutants fail to export 60S ribosomal subunits from the nucleus; haploinsufficient, null mutation in heterozygous diploid causes growth defects, chromosome instability, and sensitivity to starvation
",Protein involved in nuclear export of the large ribosomal subunit; acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex
NMT1,S000004185,YLR195C,NMT1,N-Myristoyl Transferase,,"N-myristoyl transferase; catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction"
NNF1,S000003873,YJR112W,NNF1,Necessary for Nuclear Function,,"Essential component of the outer kinetochore MIND complex; joins kinetochore subunits contacting DNA to those contacting microtubules; required for kinetochore bi-orientation and accurate chromosome segregation; complex consists of Mtw1p, Nnf1p, Nsl1p and Dsn1p; homologous to metazoan CENP-H proteins"
NOB1,S000005582,YOR056C,NOB1,Nin1 (One) Binding protein,,"Protein involved in proteasomal and 40S ribosomal subunit biogenesis; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA; cleavage is activated by Fun12p, a GTPase and translation initiation factor; relocalizes from nucleus to nucleolus upon DNA replication stress"
NOC2,S000005732,YOR206W,NOC2,NucleOlar Complex associated,,Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit
NOC3,S000003992,YLR002C,NOC3,NucleOlar Complex associated,,"Subunit of a nuclear complex with Noc2p and pre-replicative complexes; the Noc2p-Noc3p complex binds to 66S ribosomal precursors to mediate their maturation and intranuclear transport; binds to chromatin at active replication origins, and is required for pre-RC formation and maintenance during DNA replication licensing"
NOC4,S000006348,YPR144C,NOC4,NucleOlar Complex associated,,Nucleolar protein; forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits; relocalizes to the cytosol in response to hypoxia
NOG1,S000006014,YPL093W,NOG1,NucleOlar G-protein,"Essential gene; several point mutations cause slow growth; haploinsufficient, null mutation in heterozygous diploid results in decreased cell size, slow growth and starvation sensitivity
",Putative GTPase; associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins
NOG2,S000005336,YNR053C,NOG2,NucleOlar G-protein,"Essential gene in S288C; depletion results in slow growth; in Sigma1278b null mutation causes defects in filamentous growth
","Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"
NOP1,S000002172,YDL014W,NOP1,NucleOlar Protein,"Essential gene; repression leads to reduced levels of pre-rRNA species, increased accumulation of snRNAs and defects in small ribosomal subunits biogenesis; overexpression causes G1 phase delay and slow growth
","Histone glutamine methyltransferase, modifies H2A at Q105 in nucleolus; component of the small subunit processome complex, which is required for processing of pre-18S rRNA; ortholog of mammalian fibrillarin; inviability of the null mutant is functionally complemented by human FBL"
NOP10,S000007455,YHR072W-A,NOP10,NucleOlar Protein,"Essential gene; repression leads to increased chromosome instability
",Subunit of box H/ACA snoRNP complex; required for pseudouridylation and processing of pre-18S rRNA
NOP14,S000002307,YDL148C,NOP14,NucleOlar Protein,,"Nucleolar protein; forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA"
NOP15,S000005054,YNL110C,NOP15,NucleOlar Protein,,Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm
NOP19,S000003483,YGR251W,NOP19,NucleOlar Protein,,"Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome, required for cleavage of pre-rRNA at A0, A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes"
NOP2,S000005005,YNL061W,NOP2,NucleOlar Protein,"Essential gene; reduction of function results in defects in pre-rRNA processing that leads to decreased production of mature rRNA and 60S ribosomal subunits
","rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2, a gene upregulated in cancer"
NOP4,S000005964,YPL043W,NOP4,NucleOlar Protein,"Essential gene; reduction of function decreases starvation resistance and competitive fitness; haploinsufficient, heterozygous null mutation in diploids causes starvation sensitivity and increased sensitivity to 5-fluorouracil, flucytosine
",Nucleolar protein; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs)
NOP53,S000006067,YPL146C,NOP53,NucleOlar Protein,,Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutant is viable but growth is severely impaired
NOP56,S000004187,YLR197W,NOP56,NucleOlar Protein of 56.8 kDa,,Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects
NOP58,S000005837,YOR310C,NOP58,NucleOlar Protein of 58 kDa,,"Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; component of the small subunit processome complex, which is required for processing of pre-18S rRNA"
